sentence	algorithm	result	time_ms	jieba_match
清华大学计算机系学生会上有研究生发言介绍RAG与Agent在低空经济场景中的应用	FMM	清华大学/计算/机/系/学生/会上/有/研究生/发言/介绍/RAG/与/Agent/在/低空经济/场景/中/的/应用	0.1016	False
清华大学计算机系学生会上有研究生发言介绍RAG与Agent在低空经济场景中的应用	BMM	清华大学/计算/机/系/学生/会上/有/研究生/发言/介绍/RAG/与/Agent/在/低空经济/场景/中/的/应用	0.0883	False
清华大学计算机系学生会上有研究生发言介绍RAG与Agent在低空经济场景中的应用	BiMM	清华大学/计算/机/系/学生/会上/有/研究生/发言/介绍/RAG/与/Agent/在/低空经济/场景/中/的/应用	0.1102	False
清华大学计算机系学生会上有研究生发言介绍RAG与Agent在低空经济场景中的应用	HMM_baseline	清华/大学/计算/机系/学生/会上/有研/究生/发言/介绍/RA/G与/Ag/en/t在/低空/经济/场景/中的/应用	1.9721	False
清华大学计算机系学生会上有研究生发言介绍RAG与Agent在低空经济场景中的应用	HMM_trained	清华/大学/计算/机系/学生/会上/有/研究生/发言/介绍/R/AG/与/Ag/e/nt/在/低空/经济/场景/中/的/应用	30.2758	False
清华大学计算机系学生会上有研究生发言介绍RAG与Agent在低空经济场景中的应用	Hybrid	清华大学/计算/机系/学生/会上/有/研究生/发言/介绍/RAG/与/Agent/在/低空/经济/场景/中的/应用	3.5297	False
进口水果与国产水果价格在双十一期间出现明显差异消费者更关注情绪价值	FMM	进口/水果/与/国产/水果/价格/在/双十一/期间/出现/明显/差异/消费者/更/关注/情绪价值	0.1272	False
进口水果与国产水果价格在双十一期间出现明显差异消费者更关注情绪价值	BMM	进口/水果/与/国产/水果/价格/在/双十一/期间/出现/明显/差异/消费者/更/关注/情绪价值	0.1776	False
进口水果与国产水果价格在双十一期间出现明显差异消费者更关注情绪价值	BiMM	进口/水果/与/国产/水果/价格/在/双十一/期间/出现/明显/差异/消费者/更/关注/情绪价值	0.4550	False
进口水果与国产水果价格在双十一期间出现明显差异消费者更关注情绪价值	HMM_baseline	进/口水/果与/国产/水果/价格/在双/十一/期间/出现/明显/差异/消费/者更/关注/情绪/价值	2.8788	False
进口水果与国产水果价格在双十一期间出现明显差异消费者更关注情绪价值	HMM_trained	进口/水果/与/国产/水果/价格/在/双十/一/期间/出现/明显/差异/消费者/更/关注/情绪/价值	96.2193	True
进口水果与国产水果价格在双十一期间出现明显差异消费者更关注情绪价值	Hybrid	进口/水果/与/国产/水果/价格/在双/十一/期间/出现/明显/差异/消费者/更/关注/情/绪/价值	1.4397	False
政府有关部门表示支持新质生产力发展并推动具身智能与多模态技术产业化	FMM	政府/有关/部门/表示/支持/新质生产力/发展/并/推动/具身智能/与/多模态/技术/产业化	0.0670	False
政府有关部门表示支持新质生产力发展并推动具身智能与多模态技术产业化	BMM	政府/有关/部门/表示/支持/新质生产力/发展/并/推动/具身智能/与/多模态/技术/产业化	0.0478	False
政府有关部门表示支持新质生产力发展并推动具身智能与多模态技术产业化	BiMM	政府/有关/部门/表示/支持/新质生产力/发展/并/推动/具身智能/与/多模态/技术/产业化	0.0829	False
政府有关部门表示支持新质生产力发展并推动具身智能与多模态技术产业化	HMM_baseline	政/府有/关部/门表/示支/持新/质生/产力/发展/并推/动具/身智/能与/多模/态技/术产/业化	1.2595	False
政府有关部门表示支持新质生产力发展并推动具身智能与多模态技术产业化	HMM_trained	政府/有关/部门/表示/支持/新质/生产力/发展/并/推动/具身/智能/与/多/模态/技术/产业化	22.4598	True
政府有关部门表示支持新质生产力发展并推动具身智能与多模态技术产业化	Hybrid	政府/有关/部门/表示/支持/新质/生产力/发展/并/推动/具身/智能/与/多模态/技术/产业化	1.1635	False
年轻人一边刷短视频科目三一边用Kimi当电子榨菜同时计划Citywalk	FMM	年轻人/一边/刷/短/视频/科目三/一边/用/Kimi/当/电子榨菜/同时/计划/C/i/t/y/w/a/l/k	0.0917	False
年轻人一边刷短视频科目三一边用Kimi当电子榨菜同时计划Citywalk	BMM	年轻人/一边/刷/短/视频/科目三/一边/用/Kimi/当/电子榨菜/同时/计划/C/i/t/y/w/a/l/k	0.0757	False
年轻人一边刷短视频科目三一边用Kimi当电子榨菜同时计划Citywalk	BiMM	年轻人/一边/刷/短/视频/科目三/一边/用/Kimi/当/电子榨菜/同时/计划/C/i/t/y/w/a/l/k	0.1154	False
年轻人一边刷短视频科目三一边用Kimi当电子榨菜同时计划Citywalk	HMM_baseline	年/轻人/一边/刷短/视频/科目/三一/边用/Ki/mi/当电/子榨/菜同/时计/划C/it/yw/al/k	1.3189	False
年轻人一边刷短视频科目三一边用Kimi当电子榨菜同时计划Citywalk	HMM_trained	年/轻人/一/边刷/短视/频科目/三/一/边用/K/im/i当/电子/榨菜/同时/计划/Ci/ty/wa/lk	19.7059	False
年轻人一边刷短视频科目三一边用Kimi当电子榨菜同时计划Citywalk	Hybrid	年轻人/一/边刷/短/视频/科目/三一/边用/Kimi/当/电子/榨菜/同时/计划/Ci/tywalk	21.3232	False
黑神话悟空爆火后谷子经济升温商家称听劝式营销比显眼包促销更有效	FMM	黑神话悟空/爆/火/后/谷子经济/升温/商家/称/听劝/式/营销/比/显眼包/促销/更/有效	0.0972	False
黑神话悟空爆火后谷子经济升温商家称听劝式营销比显眼包促销更有效	BMM	黑神话悟空/爆/火/后/谷子经济/升温/商家/称/听/劝式/营销/比/显眼包/促销/更/有效	0.0632	False
黑神话悟空爆火后谷子经济升温商家称听劝式营销比显眼包促销更有效	BiMM	黑神话悟空/爆/火/后/谷子经济/升温/商家/称/听/劝式/营销/比/显眼包/促销/更/有效	0.1573	False
黑神话悟空爆火后谷子经济升温商家称听劝式营销比显眼包促销更有效	HMM_baseline	黑/神话/悟空/爆火/后谷/子经/济升/温商/家称/听劝/式营/销比/显眼/包促/销更/有效	1.3644	False
黑神话悟空爆火后谷子经济升温商家称听劝式营销比显眼包促销更有效	HMM_trained	黑神/话悟/空爆/火后/谷子/经济/升温/商家/称听/劝式/营销/比显/眼包/促销/更/有效	24.1081	False
黑神话悟空爆火后谷子经济升温商家称听劝式营销比显眼包促销更有效	Hybrid	黑神话/悟空/爆火/后/谷子/经济/升温/商家/称听/劝式/营销/比/显眼包/促销/更有/效	23.3298	False
他走了大约半小时才从中国科学院计算所回到清华大学自然语言处理实验室	FMM	他/走/了/大约/半小时/才/从/中国/科学院/计算所/回到/清华大学/自然语言处理/实验室	0.0594	False
他走了大约半小时才从中国科学院计算所回到清华大学自然语言处理实验室	BMM	他/走/了/大约/半小时/才/从/中国/科学院/计算所/回到/清华大学/自然语言处理/实验室	0.0494	False
他走了大约半小时才从中国科学院计算所回到清华大学自然语言处理实验室	BiMM	他/走/了/大约/半小时/才/从/中国/科学院/计算所/回到/清华大学/自然语言处理/实验室	0.0692	False
他走了大约半小时才从中国科学院计算所回到清华大学自然语言处理实验室	HMM_baseline	他走/了大/约半/小时/才从/中国/科学/院计/算所/回到/清华/大学/自然/语言/处理/实验/室	1.1882	False
他走了大约半小时才从中国科学院计算所回到清华大学自然语言处理实验室	HMM_trained	他/走/了/大约/半/小时/才/从/中国/科学院/计算/所/回到/清华/大学/自然/语言/处理/实验/室	27.7592	False
他走了大约半小时才从中国科学院计算所回到清华大学自然语言处理实验室	Hybrid	他/走/了/大约/半小时/才从/中国/科学院/计算所/回到/清华大学/自然语言处理/实验室	27.8180	False
咬死猎人的狗这句话在歧义分析课上被反复讨论以说明最大匹配算法的局限	FMM	咬/死/猎人/的/狗/这句/话/在/歧义/分析/课上/被/反复/讨论/以/说明/最大匹配/算法/的/局限	0.1046	False
咬死猎人的狗这句话在歧义分析课上被反复讨论以说明最大匹配算法的局限	BMM	咬/死/猎人/的/狗/这句/话/在/歧义/分析/课上/被/反复/讨论/以/说明/最大匹配/算法/的/局限	0.0689	False
咬死猎人的狗这句话在歧义分析课上被反复讨论以说明最大匹配算法的局限	BiMM	咬/死/猎人/的/狗/这句/话/在/歧义/分析/课上/被/反复/讨论/以/说明/最大匹配/算法/的/局限	0.1078	False
咬死猎人的狗这句话在歧义分析课上被反复讨论以说明最大匹配算法的局限	HMM_baseline	咬/死猎/人的/狗这/句话/在歧/义分/析课/上被/反复/讨论/以说/明最/大匹/配算/法的/局限	1.1826	False
咬死猎人的狗这句话在歧义分析课上被反复讨论以说明最大匹配算法的局限	HMM_trained	咬/死猎/人/的/狗/这/句话/在/歧义/分析/课上/被/反复/讨论/以/说明/最/大匹配算法/的/局限	26.0152	False
咬死猎人的狗这句话在歧义分析课上被反复讨论以说明最大匹配算法的局限	Hybrid	咬死/猎人/的狗/这句/话在/歧义/分析/课上/被/反复/讨论/以/说明/最大匹配/算法/的/局限	3.0714	False
